Mol,DH,TDS,DG,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0060dim_water,-8.13,-6.21,-1.92,298,0.013959533,0.056650254,0.128146474,0.2283994,0.357627194,0.515788239,0.700736951,0.907895441,1.133351743,1.376373247,1.637905804,1.918548607,2.219063409,2.540319626,2.881514682,3.23977375,3.611106624,3.991052644,4.374948498,4.758347564,5.137139105,5.507784048,5.868107092,6.218771257,6.564714505,6.914647912,7.280465137,7.67823837,8.124207659,8.62257373,8.82142157,5.539195582,-6.227351092,-22.57206514,-33.73910291,-36.15093074,-32.64400227,-26.08680044,-18.95067389,-12.23588185,-6.259090949,-1.049043064,3.356351644,6.621078964,8.110729967,7.36645486,4.607754226,0.750961005,-3.057635824,-5.861900002,-7.174929919,-6.476785921,-2.525150864,6.107889154,19.36261912,34.98417609,49.55679348,60.06027849,64.3087609,62.11116455,55.02255039,45.02080486,34.97210202,25.29720012,16.11084203,7.554884974,-0.213670679,-7.107550171,-13.11721489,-18.28029343,-22.64181783,-26.28025583,-29.24925155,-31.43546324,-32.79826725,-33.28706321,-32.8740694,-31.59397675,-29.53018866,-26.75224872,-23.26365597,-19.06196106,-14.14043184,-8.531189391,-2.497343444,3.513162617,8.940779641,13.26716716,16.18411834,17.64093408,17.85665079,17.1644847,15.85593789,14.16734801,12.28156807,10.33541927,8.428842298,6.630189763,4.978004397,3.481708396,2.131123917,0.925592821,-0.149091776,-1.10006032,-1.911458643,-2.55875499,-3.028329327,-3.328303489,-3.493342309,-3.581842018,-3.650328517,-3.747773137,-3.918101617,-4.192931979,-4.591249635,-5.126446725,-5.780507608,-6.510928,-7.265992147,-7.996973133,-8.662601876,-9.227969504,-9.663634889,-9.94282066,-10.04299384,-9.946753026,-9.643761731,-9.134917887,-8.430672321,-7.547343009,-6.505231139,-5.328085516,-4.041460952,-2.672904116,-1.25171264,0.189132285,1.612755542,2.985597212,4.274660741,5.446805977,6.471021864,7.322221698,7.98067898,8.434148534,8.677902819,8.714698156,8.554207533,8.212018584,7.708583413,7.067731865,6.314757646,5.475693143,4.576324347,3.64139722,2.69400615,1.755229897,0.84368466,-0.024624264,-0.83630709,-1.580623955
0061tet_water,-11.30,-7.83,-3.47,298,0.020981921,0.085287923,0.193523943,0.346382521,0.544595589,0.78773846,1.072118402,1.390596653,1.735893926,2.103302339,2.489925265,2.893748145,3.314530099,3.752815566,4.20837261,4.680251162,5.166571744,5.663638251,6.166923581,6.671619869,7.172475877,7.664139044,8.142518575,8.606470471,9.059798891,9.514223839,9.990224002,10.51983544,11.15133903,11.93054879,12.41801882,8.571842405,-5.374667494,-23.81057036,-34.15337834,-34.98526014,-30.02522088,-21.79041195,-12.94526123,-4.785090189,2.434202756,8.72429143,14.05080709,17.98105008,19.50763562,17.47015849,11.43208105,2.23380745,-8.303929242,-18.08876198,-25.51370366,-29.10398597,-27.3561117,-18.72891889,-3.541347877,15.40958372,34.20843924,48.93056286,57.48000965,60.9649053,60.35785994,56.57197505,50.4892214,43.19589753,35.66921021,28.00516086,20.39959414,13.01012366,6.02295264,-0.614543705,-6.978250005,-13.08790304,-18.88641707,-24.23455766,-28.92742539,-32.71353357,-35.43474632,-37.05774063,-37.65536951,-37.26581419,-35.87396744,-33.46984637,-30.05671768,-25.6600853,-20.40643653,-14.60065701,-8.719104071,-3.271044376,1.351919251,4.918008034,7.378375901,8.831636555,9.469788354,9.523461238,9.208744252,8.707962206,8.145735611,7.582390603,7.035455203,6.510016395,6.014354376,5.565977895,5.184878169,4.868786,4.582322508,4.283440315,3.940194074,3.545315934,3.118203963,2.696051135,2.2762731,1.795767609,1.163445368,0.305804001,-0.812313884,-2.178555927,-3.734396725,-5.406552053,-7.118876027,-8.795253023,-10.36651239,-11.75904722,-12.90827138,-13.77516252,-14.32661649,-14.54559567,-14.4367883,-14.02604599,-13.34476429,-12.42430444,-11.29224325,-9.975759956,-8.5074379,-6.925016234,-5.266248555,-3.569607071,-1.87010887,-0.200239569,1.409028971,2.927734765,4.326178884,5.577568869,6.65950491,7.554148279,8.249142586,8.737130743,9.015287283,9.090163076,8.973378294,8.680592198,8.230626495,7.644382717,6.943709369,6.150847429,5.28848708,4.377470066,3.437578706,2.488452347,1.548074566,0.631850517
0062dio_water,-11.57,-6.52,-5.05,298,0.01951526,0.079298694,0.179639083,0.320870646,0.504282092,0.730816411,0.997635349,1.298050196,1.626685922,1.982103844,2.364422626,2.773179357,3.208931983,3.672608505,4.161523749,4.670936816,5.198024551,5.739603296,6.289801319,6.84096114,7.384573205,7.914767994,8.430691844,8.936671348,9.443139052,9.965710261,10.52439934,11.14954373,11.88045639,12.74024759,12.97516604,5.727709667,-19.36082774,-53.24820485,-74.81480673,-78.28572304,-70.15824442,-55.87536785,-40.71739069,-26.71336312,-14.42608974,-3.875684259,4.742926005,10.32079941,11.0754544,6.140057777,-3.263070999,-14.33635058,-24.03509171,-30.32157171,-32.98622392,-31.21056312,-22.33461917,-3.151728832,26.32773304,61.38260989,94.97081523,120.7388792,133.7612544,135.8461197,129.700958,117.6809041,101.8158034,83.84843525,65.66157441,47.9525371,31.07799205,15.53703569,1.542312877,-10.99923973,-22.24282324,-32.35387203,-41.43128392,-49.46230433,-56.26887686,-61.55203506,-65.08515156,-66.82671372,-66.90701387,-65.553812,-62.94658822,-59.17876658,-54.22235907,-48.0373071,-40.78860602,-32.96962174,-25.34300668,-18.61158758,-13.02619174,-8.460218341,-4.686267245,-1.571116066,0.994967955,3.181134004,5.185054702,7.203397695,9.386790898,11.76305822,14.20574448,16.46932462,18.33150783,19.7375021,20.79498184,21.67033177,22.5063675,23.37540723,24.26499744,25.1038719,25.79402007,26.21149612,26.17893113,25.45409991,23.79508381,21.06383599,17.26556202,12.55688041,7.199326766,1.471675075,-4.378556869,-10.13364203,-15.60443745,-20.58907828,-24.92142224,-28.50843339,-31.28531621,-33.21518761,-34.29271287,-34.54770872,-34.04589567,-32.87818634,-31.13823878,-28.91195073,-26.28092686,-23.32438439,-20.11604141,-16.72868465,-13.23436999,-9.703358127,-6.202231542,-2.791950294,0.475245862,3.555948461,6.410079199,8.997624945,11.28014715,13.22190127,14.79951547,16.01168147,16.86560072,17.3745174,17.55677966,17.43447408,17.03223823,16.37657564,15.49565796,14.41904095,13.1773572,11.80334775,10.3270445,8.776986137
0063die_water,-13.0,-11.2,-1.76,298,0.025193909,0.102069156,0.230463869,0.410092418,0.641030757,0.922919742,1.252911097,1.625374421,2.034296535,2.475139181,2.94520176,3.443467293,3.970860805,4.528776085,5.115945155,5.728048807,6.360138024,7.006721897,7.660112169,8.310043978,8.944644543,9.554037037,10.13323091,10.68205704,11.20586141,11.71742644,12.2392566,12.81447285,13.51809902,14.42183521,15.16363914,12.22974762,0.316015662,-16.01735601,-26.11001925,-27.042539,-22.16093622,-14.28721792,-6.089740405,1.447865097,8.065049129,13.7585942,18.48002023,21.7924709,22.70417146,20.05174538,13.31728546,3.196654193,-8.574509143,-19.85192164,-29.08003028,-34.78456823,-35.60456597,-30.34650042,-19.13953208,-3.876991777,12.69230076,28.10076843,40.56006563,49.06203245,53.97444169,55.66251291,54.3453898,50.10623868,44.11440018,37.62467423,31.22360582,25.03572791,18.98679872,12.96533407,6.86390779,0.643702422,-5.635528788,-11.81735445,-17.68195922,-22.99234421,-27.55420579,-31.25239566,-34.04306646,-35.92176992,-36.8338976,-36.64520981,-35.22713724,-32.58575882,-28.88675027,-24.48403453,-19.86510607,-15.52658502,-11.81235816,-8.833909051,-6.544890038,-4.771764577,-3.342847054,-2.115063872,-0.977043387,0.175063315,1.436814761,2.861536906,4.434290333,6.054764538,7.549870882,8.728315742,9.451884449,9.675416968,9.448667772,8.892802469,8.148043077,7.333030211,6.534237935,5.796469387,5.128481647,4.512586467,3.916384361,3.261814641,2.451477138,1.416914534,0.158450305,-1.26360611,-2.755664301,-4.219553277,-5.586948561,-6.811038264,-7.884503686,-8.817796108,-9.622251223,-10.29427074,-10.81471229,-11.16413455,-11.32190153,-11.27688786,-11.03345884,-10.60264336,-9.999730284,-9.242309016,-8.346038134,-7.327039175,-6.203653137,-4.997764857,-3.731153175,-2.422444614,-1.088363466,0.254754447,1.581896172,2.859291183,4.046469993,5.098651789,5.970721279,6.630963214,7.064614327,7.27469655,7.274437386,7.08497527,6.731533781,6.239671572,5.635297726,4.940476183,4.177304735,3.366217654,2.528160486,1.686135696
0064met_water,-9.08,-7.42,-1.66,298,0.028193275,0.113871838,0.256050207,0.453588215,0.705933826,1.012382874,1.36985597,1.772023043,2.212003156,2.685244202,3.189024801,3.720802776,4.2786889,4.861022366,5.464625482,6.084853489,6.716235129,7.351806073,7.983603464,8.604666521,9.209903402,9.795129111,10.35679166,10.89415033,11.41198939,11.92174106,12.44183464,13.00507272,13.66736827,14.48163404,15.09001382,12.08332577,0.288757709,-15.91080675,-26.2532977,-27.56295187,-23.01631375,-15.5550123,-7.748444782,-0.554616034,5.764680549,11.21924624,15.81811786,19.28580319,20.86212072,19.51890278,14.66249148,6.745003173,-2.812078358,-12.19946278,-19.8817841,-24.32490824,-24.09722929,-18.05892516,-6.430581691,8.679898532,24.22219101,37.48445983,46.5747876,50.61167123,50.33593048,47.14067348,42.34923124,36.17915051,29.23263043,22.07505829,15.19609729,8.757825034,2.808448013,-2.750506113,-8.00492959,-12.99791008,-17.69907538,-22.00131465,-25.72930758,-28.70086732,-30.74970168,-31.84185803,-32.00692843,-31.27893169,-29.64989838,-27.05880249,-23.44075507,-18.83344751,-13.42394343,-7.616718395,-2.041547049,2.780013178,6.525153885,9.075265114,10.51442758,11.00807345,10.73412868,9.86384135,8.574100761,7.032871085,5.39651098,3.78464665,2.245526547,0.745115763,-0.780343609,-2.363411333,-3.977858414,-5.548683495,-6.971176346,-8.147702525,-9.005284244,-9.49841669,-9.618574689,-9.407953211,-8.937174305,-8.289505606,-7.554244821,-6.823697492,-6.178259986,-5.661059359,-5.276095784,-5.001820043,-4.796859144,-4.63254419,-4.480888712,-4.315104531,-4.111017658,-3.848663077,-3.510409248,-3.079627719,-2.552248637,-1.950680112,-1.316335386,-0.689046931,-0.094048774,0.45840298,0.96800706,1.438269313,1.872813721,2.28227196,2.67931164,3.070069692,3.45397111,3.81522442,4.126127275,4.35765816,4.48923533,4.511219857,4.418991892,4.212697967,3.898571418,3.489159065,3.000188529,2.447552695,1.845773769,1.208927652,0.549224266,-0.122271722,-0.795342843,-1.461030687,-2.109589567,-2.730114991,-3.309312258,-3.833108956
0066dim_water,-17.18,-12.34,-4.84,298,0.028524736,0.115550564,0.260798019,0.463749518,0.724430077,1.042478434,1.413951086,1.830703374,2.284800032,2.772865619,3.294078263,3.846522302,4.428012286,5.036494336,5.668095613,6.317108823,6.976256371,7.636351357,8.287506942,8.922137256,9.536564326,10.12906312,10.69919855,11.25087955,11.79494861,12.34795694,12.93149304,13.57534179,14.31111743,15.1496429,15.46250992,9.561708539,-11.47843013,-40.75034668,-61.16673436,-66.14170893,-59.78420964,-48.1497358,-35.23329344,-22.93969861,-11.94310763,-2.343252334,5.740771728,11.5997512,14.004491,12.20799745,6.845968184,-0.218379726,-6.873320052,-11.5257073,-13.40850861,-11.37550075,-2.767649941,15.29146985,42.47471442,74.09616205,103.3766835,124.4984441,133.6686987,130.5118062,117.9137227,99.44033739,79.13088943,58.15967459,37.41105907,17.92059817,0.097565447,-15.65970148,-29.2190905,-40.7309777,-50.42115612,-58.52037354,-65.1772619,-70.40291324,-74.06357342,-75.8575676,-75.71760442,-73.75127917,-70.16213836,-65.19574259,-59.00649412,-51.57889358,-42.78157997,-32.63944278,-21.46350851,-10.14003294,0.294599371,9.023392743,15.5949484,19.99001039,22.5571861,23.74705243,23.96836752,23.56945157,22.83119348,21.94166676,20.96900553,19.87620151,18.58464726,17.04391716,15.25987391,13.29283158,11.2556429,9.3286608,7.719941101,6.547928389,5.779399186,5.294515604,4.949267431,4.598004531,4.120420158,3.418338494,2.418135596,1.076633589,-0.631197015,-2.698020989,-5.046543044,-7.578235401,-10.19319255,-12.7893263,-15.26577451,-17.54119388,-19.53690686,-21.17588914,-22.40214242,-23.20351167,-23.61583935,-23.68680366,-23.43247875,-22.84224536,-21.89898793,-20.58647769,-18.89141203,-16.8057466,-14.33676299,-11.51229071,-8.370691761,-4.969287823,-1.391137414,2.25917013,5.86261999,9.290556372,12.39472466,15.0309957,17.10211584,18.58344633,19.51637281,19.9818088,20.07263313,19.86705126,19.41486422,18.73938429,17.84490533,16.72607658,15.37649092,13.79329116,11.99855693,10.01917753,7.894424465,5.680364097
0070eth_water,-13.9,-10.4,-3.5,298,0.011216667,0.045397236,0.102242139,0.181124607,0.281210464,0.401317978,0.539715786,0.694667991,0.865868377,1.053526684,1.25649974,1.47376823,1.706123601,1.954262787,2.215521291,2.486191578,2.763308556,3.043620229,3.323234004,3.599688927,3.871458431,4.136748506,4.394125101,4.643555684,4.887190625,5.12973929,5.377730263,5.64139235,5.943720247,6.294172015,5.51469415,-4.337966757,-30.00246518,-55.84861779,-66.03739433,-65.77457944,-59.47342127,-49.95428616,-39.65476227,-30.94090882,-23.84984493,-18.02395144,-13.0456667,-8.584266059,-4.655423382,-1.816938439,-0.786240368,-1.726770762,-3.997359432,-6.501532079,-7.782128843,-5.1291881,5.867500908,28.9830676,62.65053983,96.26747605,115.5385574,123.1255985,122.6103693,116.7359852,107.2899784,95.2556851,80.97758551,65.94701475,50.65719767,35.65222857,21.31799654,7.648109357,-5.40734714,-17.84451256,-29.66885934,-40.64770724,-50.35599997,-58.52780981,-64.85167932,-69.14749667,-71.55397013,-72.22672684,-71.19012555,-68.47470598,-64.34357512,-59.1536002,-53.27292153,-47.02836721,-40.75823428,-34.7301156,-29.12049272,-23.96687048,-19.14712247,-14.42237774,-9.556462968,-4.429468835,0.92006827,6.316866086,11.45756398,16.14117271,20.30959516,23.93643748,27.00506882,29.51359705,31.45657176,32.83664896,33.6771944,34.03023643,33.99384782,33.64608353,33.01375092,32.05458452,30.66940202,28.75018985,26.24408881,23.17035041,19.59694465,15.63247011,11.39534488,7.008608054,2.597934883,-1.72291386,-5.874449898,-9.785461373,-13.36892136,-16.57005335,-19.34701278,-21.6661417,-23.48664304,-24.78532124,-25.56124096,-25.82389443,-25.59761914,-24.91128687,-23.80277559,-22.31731806,-20.5052541,-18.42038523,-16.11831053,-13.65594315,-11.09108283,-8.483840173,-5.886944724,-3.349242168,-0.915017704,1.377140399,3.494799611,5.411954956,7.10929182,8.573984592,9.797846133,10.77644728,11.5084746,11.99318795,12.23611137,12.24761848,12.0411148,11.63268516,11.04138202,10.28928867,9.40099122,8.40050382,7.312142605,6.160075017
0071proa_water,-9.42,-5.98,-3.44,298,0.01635618,0.065915675,0.147803555,0.260970275,0.404426597,0.576980913,0.77668426,1.001140991,1.248987577,1.519360766,1.81012799,2.11950404,2.447910733,2.796141153,3.162248078,3.543769761,3.939255734,4.346887202,4.763548311,5.185101645,5.606473713,6.021492579,6.42285873,6.806382613,7.17607134,7.541121225,7.911769129,8.301509421,8.737536256,9.235435449,8.613328676,-1.105048198,-26.58977241,-51.95826807,-61.58654875,-60.79821827,-54.1081251,-44.33845007,-34.0731063,-25.48691994,-18.48459528,-12.66819348,-7.612999583,-3.015265148,0.991639408,3.607798846,3.872267308,1.570457345,-2.438970811,-6.681920811,-9.343501259,-7.727454032,2.06821994,23.22198803,53.94442573,85.98957357,105.2194982,112.703682,112.0483756,106.0755377,96.7400908,85.29104759,72.60266906,59.48187935,46.16320565,32.90915909,19.94925018,7.339653144,-4.917808222,-16.82067704,-28.05919728,-38.34789328,-47.46859751,-55.12763344,-61.01609203,-64.96461804,-67.06022407,-67.46612105,-66.23221874,-63.39646013,-59.1615907,-53.87858326,-47.8799466,-41.42088467,-34.74449172,-28.10790776,-21.73738039,-15.75083542,-10.15345654,-4.900517404,0.000494719,4.478921164,8.441200577,11.80234847,14.53901158,16.70354226,18.39899562,19.73238242,20.79889463,21.66781546,22.36495505,22.83292333,23.03874073,22.97728343,22.67967184,22.18433458,21.49574164,20.57685534,19.36523088,17.79839035,15.8431751,13.51441079,10.8570518,7.944553694,4.838592579,1.637852958,-1.553024118,-4.64121695,-7.56422915,-10.26648047,-12.69052676,-14.79922994,-16.55770007,-17.95146792,-18.9892717,-19.69225645,-20.05821142,-20.08521662,-19.77286949,-19.12098916,-18.1413383,-16.8528034,-15.28116209,-13.45994472,-11.43555775,-9.260948472,-6.991508062,-4.6881609,-2.404977106,-0.190222202,1.911689748,3.861249276,5.623493734,7.171399822,8.483799989,9.54547635,10.34739689,10.8869501,11.16834943,11.20213718,11.00373717,10.5933421,9.994848235,9.232476653,8.332853637,7.323615986,6.232481396,5.086291503,3.910490763,2.729716285
0073pen_water,-10.25,-7.22,-3.03,298,0.034070794,0.137158609,0.307025125,0.541029273,0.836802807,1.19184949,1.602498856,2.063915691,2.571551758,3.120866892,3.705855792,4.32061192,4.961150308,5.623955275,6.303444334,6.994420236,7.693269334,8.396088957,9.097437847,9.790843476,10.46892353,11.12305793,11.74426721,12.32844962,12.87946764,13.40884325,13.93434225,14.48906717,15.14343417,15.96240599,15.78793512,6.665745978,-18.04607117,-42.69063816,-51.70647794,-50.44191128,-43.47570908,-33.65157976,-23.46910752,-15.00373854,-8.109291119,-2.364624702,2.647033541,7.137519319,10.64744968,11.77871885,9.045395601,2.242775879,-7.124059606,-16.62935377,-23.67981673,-25.01121135,-16.60760311,4.565655665,36.30987896,68.82010059,87.8545729,95.72732436,96.28546955,92.46836567,86.0649533,78.00091203,69.08212061,59.47040105,49.19562003,38.5723059,27.7373407,16.64685177,5.303121205,-6.265400482,-17.77977553,-28.68701919,-38.75058541,-47.5883577,-54.79147815,-60.11332465,-63.61408132,-65.39504742,-65.42487482,-63.68204615,-60.35222643,-55.73860825,-50.18366667,-43.94958624,-37.29440768,-30.49599093,-23.80870025,-17.4148613,-11.42543679,-5.870437079,-0.829613891,3.550532667,7.156564362,9.920149379,11.84285858,13.02681861,13.67843417,14.04150969,14.30837495,14.60972004,14.98051885,15.35070741,15.59374207,15.60909618,15.3731719,14.93212368,14.33615239,13.61199129,12.75295359,11.73093127,10.51198585,9.060107936,7.355863554,5.419698414,3.285889384,1.000503762,-1.386560863,-3.833331178,-6.311678087,-8.772685216,-11.13464098,-13.3288183,-15.27823582,-16.92811661,-18.24814009,-19.21905697,-19.8308153,-20.08627872,-19.98694759,-19.50772331,-18.62648464,-17.34474904,-15.69387131,-13.72663083,-11.50586089,-9.093664647,-6.539418082,-3.891875972,-1.210704638,1.426663122,3.926386498,6.191923956,8.140313864,9.718399827,10.90359057,11.70870702,12.16209477,12.29697291,12.14564393,11.74748498,11.14752553,10.3823062,9.475854563,8.443811969,7.299582891,6.059960638,4.747052335,3.392336868,2.0301954,0.701457683
0074ben_water,-10.06,-6.04,-4.02,298,0.01939256,0.078489142,0.177112928,0.315209784,0.492752155,0.709046822,0.962276628,1.250207823,1.572227572,1.928352673,2.316504287,2.733934083,3.179284069,3.651122896,4.144903749,4.655915092,5.180134537,5.712369147,6.245752322,6.774063551,7.292929648,7.798942702,8.289686291,8.765090354,9.228432291,9.688078133,10.15543629,10.64089866,11.15813805,11.70683845,11.06384988,1.078276266,-24.79111246,-49.99559547,-59.46308848,-59.45866215,-54.72911351,-47.405019,-39.13027809,-31.36571036,-23.79765852,-16.15079366,-8.38870928,-1.319289644,2.648404938,0.543201445,-8.508212999,-22.16386472,-36.37621287,-47.54706543,-52.79499293,-50.8222877,-38.66098642,-13.39446547,23.59845832,64.03850237,93.9103893,114.6742409,128.5489668,136.5596312,139.0518883,136.2403965,128.7911247,117.6250374,103.7069041,87.93350261,70.90746719,52.93088637,34.35942246,15.65281153,-2.768698002,-20.37980477,-36.49492552,-50.713279,-62.63408212,-71.97790361,-78.71414049,-82.80768181,-84.09665864,-82.4772334,-78.15498837,-71.60818051,-63.38473258,-54.06313486,-44.4033694,-35.00024172,-26.25906294,-18.48803724,-11.9153342,-6.654555455,-2.646881325,0.253451509,2.235396019,3.526282817,4.352149573,4.90282192,5.319475167,5.687698464,6.078251956,6.594648515,7.356327349,8.458941791,9.93011611,11.72567384,13.76633189,15.91406558,18.03927181,20.06328262,21.92634626,23.56167643,24.87972231,25.78559618,26.13331872,25.717487,24.34829086,21.92305712,18.459695,14.10408881,9.086005808,3.636036679,-2.013238818,-7.669709885,-13.17662042,-18.42355991,-23.30928539,-27.72350392,-31.55605155,-34.71262346,-37.11331584,-38.73827502,-39.602729,-39.68126179,-38.88641073,-37.13095172,-34.42031699,-30.85385248,-26.59230224,-21.82347935,-16.72187947,-11.44130961,-6.13281514,-0.940782064,3.993008676,8.523203958,12.53614973,15.95749293,18.74101023,20.87143136,22.36309127,23.24993216,23.57510778,23.39941723,22.81321921,21.90120796,20.71644295,19.28736859,17.65764722,15.87374174,13.97350996,11.97829011
0075pro_water,-14.2,-10.4,-3.85,298,0.01704501,0.069036454,0.155827124,0.27715524,0.432692564,0.621679508,0.842425904,1.09316374,1.37310479,1.681625076,2.017341908,2.379635331,2.769131382,3.184605675,3.619524418,4.066433096,4.51954602,4.97238448,5.419754182,5.85901831,6.287107831,6.700024409,7.094275132,7.468121318,7.822491003,8.16198493,8.495438773,8.842914422,9.252803349,9.768641759,9.117698268,-1.303248754,-28.46606073,-54.41913098,-63.92590478,-62.91482203,-55.81156618,-45.47494052,-34.0921262,-24.27358552,-16.18442544,-9.442725774,-3.663794603,1.286832483,4.859557146,5.71431979,2.642526577,-4.270218101,-13.50093009,-22.90901971,-30.24664751,-31.98631169,-23.24050731,-0.075321958,35.61452834,70.7872466,93.85064273,108.3936973,117.2503825,121.9812745,123.160393,120.9389833,114.481611,104.0058426,90.93911123,76.4463763,61.18912389,45.33048721,28.81862013,12.00368115,-4.5649726,-20.70563949,-36.08052611,-50.12276393,-62.28500297,-72.25327426,-80.08934279,-85.89057005,-89.5969496,-91.09829373,-90.53248961,-88.19207866,-84.49435636,-79.87329734,-74.69368971,-69.26820485,-63.81803429,-58.38586015,-52.77121044,-46.60040149,-39.46619559,-31.15343305,-21.74381988,-11.61641147,-1.278203298,8.846153471,18.46865999,27.32960701,35.14252009,41.69637468,46.9386337,50.92546165,53.71566507,55.41331289,56.18699584,56.18249365,55.49195582,54.07762158,51.82312453,48.62038269,44.47859012,39.53187702,33.97708493,28.04166403,21.94524461,15.87424247,9.970360658,4.308815042,-1.104253763,-6.263458875,-11.14660523,-15.7045023,-19.86779348,-23.53320276,-26.63018082,-29.13894378,-31.04930085,-32.35962883,-33.08749382,-33.25696931,-32.89935659,-32.04722529,-30.73525672,-29.00731056,-26.92551103,-24.53947211,-21.89985674,-19.06053217,-16.0773448,-13.0068925,-9.904647206,-6.822865321,-3.808763988,-0.902481552,1.861892308,4.453657893,6.844164076,9.008114194,10.92270476,12.566169,13.91740703,14.95841683,15.68142564,16.08486249,16.17308275,15.95696029,15.45156865,14.67965879,13.67070961,12.45765524
0077cyc_water,-10.59,-5.91,-4.68,298,0.024186411,0.097879889,0.220698168,0.392136476,0.611432304,0.876803304,1.184954366,1.531299019,1.911356718,2.321631283,2.758855869,3.221099085,3.708798237,4.222442258,4.759209644,5.313794952,5.880987832,6.456886055,7.037014668,7.615277945,8.184089952,8.7349085,9.261215938,9.758723741,10.22913034,10.68331909,11.13901736,11.6268159,12.21026005,12.95499634,12.7851306,4.139715545,-19.48010944,-43.84720885,-53.07625562,-51.88103255,-44.78612291,-34.66886162,-24.04647417,-14.92152396,-7.22323372,-0.600354125,5.280400615,10.46261839,14.15576321,14.54081863,9.902575759,0.177022838,-12.74912496,-26.04092285,-36.69578378,-40.54816732,-33.03717296,-10.56644021,24.72697849,59.94670447,83.32542638,98.11930767,106.9365123,111.1744353,111.4396739,108.087942,101.5137436,92.21572567,80.82327444,67.89813445,54.08366448,39.56591926,24.3333774,8.460777874,-7.377484585,-22.82418021,-37.40824171,-50.57221408,-61.77100132,-70.63965781,-77.16980793,-81.37333246,-83.20292224,-82.72289831,-80.25075468,-76.08951752,-70.57251369,-64.13436774,-57.14242482,-49.90784144,-42.70024731,-35.68785436,-28.88422847,-22.22464167,-15.66959377,-9.243480592,-3.076339311,2.654893275,7.796810053,12.28967144,16.1491693,19.41984498,22.1414816,24.32966513,25.98947488,27.03998333,27.33441629,26.83177511,25.6736607,24.08778786,22.24441209,20.26044936,18.20976031,16.11490895,13.95817044,11.71194562,9.364938556,6.93967077,4.466893197,1.98371787,-0.475302293,-2.875396395,-5.182643173,-7.359682657,-9.352094084,-11.10457952,-12.57500227,-13.7293024,-14.54976537,-15.06249618,-15.31911247,-15.35287703,-15.1780556,-14.80391851,-14.21570935,-13.38758136,-12.29106146,-10.90924248,-9.261700522,-7.417977925,-5.481224831,-3.558639689,-1.736655138,-0.067324651,1.428554963,2.755379652,3.928915321,4.961927013,5.864187364,6.635986298,7.261083781,7.72310763,8.009824836,8.113972526,8.032466476,7.767327544,7.326851907,6.725168111,5.981526208,5.118625604,4.160781619,3.132779027,2.058828941,0.962644059
