Mol,DH,TDS,DG,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0186bro_water,-8.01,-6.55,-1.46,298,0.021091527,0.085429679,0.193162139,0.344809349,0.540863774,0.781011358,1.063339415,1.384744853,1.741810254,2.131212536,2.549645133,2.993802132,3.460562169,3.94704395,4.450249944,4.967044296,5.493982733,6.026699694,6.559760069,7.087280595,7.604061487,8.106700246,8.594311249,9.068262281,9.532255281,9.992117504,10.45555206,10.93198218,11.43758806,12.00311962,12.67721144,13.52365639,14.61432717,15.96005487,17.25042986,17.81897461,17.35273434,16.34412202,15.63482209,15.81928026,17.08258143,19.32822826,22.21977161,24.68475572,24.21147144,17.75630603,4.22557567,-14.36748696,-34.20903781,-51.7774967,-64.53631586,-72.26042589,-76.16909203,-76.93553153,-74.2317588,-66.96279067,-54.25829567,-36.38657856,-14.7241303,8.867689842,32.40571481,53.46337077,68.45938862,77.14863913,81.19234335,81.73830225,79.52034511,75.00555489,68.56524524,60.57982554,51.47033025,41.66748778,31.55807474,21.49123973,11.7215575,2.468422143,-6.024473955,-13.45010522,-19.53592497,-24.09684419,-27.01974179,-28.28758057,-28.07385717,-26.70337625,-24.55915092,-22.01185368,-19.38613421,-16.96283729,-14.96397264,-13.55081199,-12.78195805,-12.63719871,-13.03670453,-13.85252151,-14.92099579,-16.06650811,-17.12527386,-17.96907632,-18.5045773,-18.6527023,-18.33779804,-17.47921073,-16.02220052,-13.97908673,-11.44483627,-8.585796102,-5.570965451,-2.525987502,0.488916805,3.451948079,6.363772904,9.201864915,11.87461315,14.21610477,16.04246568,17.19471096,17.57073554,17.14333035,15.96295045,14.14941236,11.87247279,9.268092835,6.398483154,3.331174112,0.164909821,-2.976398683,-5.967495682,-8.70664769,-11.12604089,-13.18726881,-14.86620613,-16.11585462,-16.86847592,-17.07154913,-16.70754073,-15.80139425,-14.41893897,-12.65364784,-10.60940744,-8.39720199,-6.1271992,-3.904007992,-1.820979853,0.042356858,1.631181132,2.934850733,3.984990287,4.808575607,5.422949119,5.838813693,6.064778913,6.112629871,5.9946072,5.721317418,5.303860074,4.760061568,4.123865686,3.432571889,2.724211183,2.040869758
0200tet_water,-3.23,-6.39,3.16,298,0.01160616,0.046700366,0.104365652,0.183186903,0.281414941,0.397111855,0.528327876,0.673454362,0.831819876,1.004242089,1.192837486,1.399867482,1.626382185,1.871052436,2.131696907,2.406037202,2.691667871,2.986084273,3.286670036,3.590686396,3.895310307,4.197744493,4.495382931,4.786067202,5.0685907,5.343409129,5.612629173,5.878816081,6.143506392,6.405923562,6.65148625,6.728703263,6.131782031,4.320800561,1.31839454,-2.373038917,-6.217067522,-9.891074774,-13.29614207,-16.46867149,-19.49785648,-22.47392653,-25.46207499,-28.48914617,-31.53703544,-34.54112198,-37.39349281,-39.94458888,-41.90116806,-42.1353526,-37.23954977,-21.69892912,8.090392814,49.6404133,95.09193742,133.2365253,157.099856,169.3923424,172.3509707,167.7914002,157.2465018,142.0231605,123.2287125,101.7855644,78.44612339,53.81209416,28.32519377,2.52331905,-21.41962584,-43.33299341,-63.34965509,-81.42656793,-97.36497922,-110.9361528,-121.9957874,-130.579585,-136.8786697,-140.8343818,-141.9525087,-139.5025281,-132.951179,-122.316323,-108.4345119,-92.45145129,-75.28245881,-57.64024959,-40.07247196,-22.99305742,-6.6750596,8.668152556,22.88660235,35.92200465,47.72645897,57.94323826,66.2479671,72.42261489,76.1920499,77.42634831,76.29608624,73.36029735,69.25015459,64.4369784,59.28756171,54.07531389,48.99360624,44.16805196,39.66045833,35.47029101,31.5411558,27.77600099,24.05925979,20.27621186,16.33310392,12.17005146,7.756976078,3.097147383,-1.785231088,-6.847834206,-12.02796737,-17.24098158,-22.38378363,-27.338942,-31.98064998,-36.11205862,-39.59002629,-42.33544468,-44.28847437,-45.40929286,-45.67936941,-45.10393707,-43.7245083,-41.58441236,-38.73874425,-35.25588369,-31.21775914,-26.71886725,-21.8645078,-16.76814138,-11.54798495,-6.322693984,-1.207312521,3.687827624,8.263050591,12.43503083,16.13632846,19.31431317,21.93097196,23.9627388,25.40026376,26.24819271,26.51341745,26.22316525,25.42595347,24.18112491,22.55463157,20.61679659,18.43972248,16.09761197,13.66397791,11.19974545
0206tri_water,-6.88,-8.65,1.77,298,0.024696804,0.100158341,0.226516679,0.403368346,0.629421308,0.902432402,1.219400655,1.577472501,1.974319018,2.407681912,2.874580359,3.37122718,3.893556521,4.437395257,4.998677823,5.573352696,6.157243721,6.746003863,7.33542067,7.92197371,8.502775284,9.075566342,9.638714589,10.19139856,10.73374488,11.26615838,11.78793381,12.29781408,12.79367668,13.27174736,13.71629436,13.9811599,13.58571146,12.03921927,9.419989426,6.266801741,3.111331456,0.219073422,-2.402088612,-4.86548293,-7.294866335,-9.781514866,-12.37213629,-15.07796096,-17.88686478,-20.77100038,-23.69365446,-26.60624764,-29.37918129,-31.3847839,-30.61535362,-23.73949281,-8.509407799,13.64320171,38.12729304,59.47192688,75.08963308,88.81310107,102.3609119,114.4733454,121.379775,120.3570875,113.8445513,103.7130017,91.26559574,77.5277069,63.49291637,49.52092417,35.7847719,22.36687625,9.316555027,-3.29355465,-15.34048012,-26.63656928,-36.94079886,-46.29478042,-54.83394151,-62.49187703,-68.8737564,-73.66258809,-76.49497332,-77.35351235,-76.60258616,-74.76140275,-72.2342685,-69.31214027,-66.19133756,-62.99594591,-59.80134028,-56.64705679,-53.53223932,-50.37978008,-46.99422174,-43.08627906,-38.41396574,-32.92594935,-26.88618125,-20.59386753,-14.17142793,-7.5751653,-0.746240631,6.284814528,13.38956799,20.30482071,26.7572355,32.50475266,37.34762637,41.13519357,43.72682119,45.02661453,45.05143895,43.95957232,42.08688996,39.79100945,37.34982939,34.8631174,32.23740568,29.34748087,26.11169581,22.52364082,18.65760833,14.64167807,10.59010431,6.582768451,2.663936885,-1.138840498,-4.797063665,-8.238909531,-11.38755277,-14.19400464,-16.63755474,-18.71379365,-20.41791314,-21.73834199,-22.66607947,-23.21839895,-23.44149948,-23.39445474,-23.10313354,-22.55527597,-21.74405132,-20.67960424,-19.38413981,-17.8894129,-16.23189231,-14.44627679,-12.56629654,-10.6249691,-8.65326019,-6.679421399,-4.7294483,-2.827644588,-0.997756919,0.738365353,2.362310498,3.85695237,5.206310762,6.395044117,7.410318073,8.242579745
0207tri_water,-12.00,-7.69,-4.31,298,0.016026523,0.065003337,0.146966991,0.26169391,0.408498506,0.586021591,0.792444788,1.025840879,1.287369181,1.581875587,1.906546737,2.256865628,2.62934194,3.021076706,3.429362642,3.850635482,4.280893148,4.714297439,5.142969877,5.562243391,5.972573683,6.372298941,6.760977986,7.139971024,7.512613565,7.884986916,8.248906458,4.001270769,-48.90045621,-88.92382804,-98.51776694,-90.21125098,-75.15419541,-61.37738366,-49.42802389,-43.22953155,-38.7267855,-33.1703411,-26.63881565,-19.91232746,-13.65411507,-8.276721625,-4.111027491,-1.683032277,-1.579948089,-3.882102262,-7.8892347,-12.56406804,-17.5014766,-22.36257527,-23.86759991,-16.00111427,8.807814621,55.32426822,119.9293912,186.7029216,230.2552597,251.2785663,255.2576021,246.4026136,227.9981501,202.6117594,172.2712848,138.786716,103.5639834,67.4845552,31.42861001,-3.52866194,-36.92868805,-68.57415528,-97.78775101,-123.1340285,-144.2865837,-160.8692451,-172.3879243,-178.7563255,-180.5510412,-178.6641177,-173.6637472,-165.7892261,-155.1930233,-142.12715,-127.1005554,-110.7324084,-93.62407485,-76.32509403,-59.27596817,-42.7557669,-26.88730191,-11.72772359,2.667377244,16.26159931,29.30256834,41.94598057,53.65813851,63.92758868,72.26908858,78.14748827,81.53099841,82.86647108,82.77139853,81.53029942,79.63637256,77.51535262,75.35537975,73.27913553,71.27550077,69.14623516,66.53458534,63.04333169,58.37464235,52.48150326,45.50790455,37.55016706,28.73161522,19.36837295,9.725863657,0.035929283,-9.492496481,-18.65121863,-27.27297336,-35.24807769,-42.50609312,-48.99541056,-54.64524107,-59.31228141,-62.7605247,-64.82534793,-65.43673196,-64.66362619,-62.62567139,-59.46033249,-55.31607803,-50.35234955,-44.7424925,-38.64307373,-32.19273658,-25.50823224,-18.70106904,-11.88188503,-5.180675402,1.245363776,7.263651714,12.76804853,17.67189823,21.90605272,25.42721037,28.21702874,30.27740975,31.62438945,32.28631307,32.30169158,31.71789513,30.58744224,28.97836545,26.96566993,24.62497507,22.03310447,19.26441488,16.3888102
0211tri_water,-12.79,-8.63,-4.16,298,0.022951384,0.092947802,0.209754942,0.372582765,0.580108252,0.830631536,1.122210799,1.452574939,1.82190661,2.232939409,2.680016091,3.157146192,3.659521245,4.182810151,4.723976779,5.281021881,5.851041205,6.429102739,7.008757341,7.581994237,8.139417913,8.672037792,9.17498742,9.646729687,10.09151732,10.51939727,10.92140377,5.790466326,-50.22742285,-88.06282564,-95.65518504,-85.61730545,-69.33519069,-54.87373318,-43.59000395,-39.48668594,-36.21083907,-31.07088233,-24.39172268,-17.18543817,-10.29308796,-4.251400407,0.529975558,3.457593237,3.728187418,0.711590399,-5.55309395,-14.23154236,-24.54655953,-35.02352573,-41.39769076,-36.83465692,-13.13984362,34.94419744,103.6409327,174.8971277,221.3293855,246.2520679,254.7490856,250.5177354,236.3813049,214.6177962,186.8665627,154.901701,120.3602389,84.55074393,48.63770796,13.77826567,-18.99704887,-49.13178308,-76.80346822,-101.643427,-123.0989555,-140.6356709,-153.5688595,-161.6380371,-165.4792866,-165.8941122,-163.4143567,-158.4923764,-151.1475612,-140.7671436,-127.794831,-113.12997,-97.53556105,-81.58203927,-65.79498367,-50.55220712,-35.96847226,-22.04747386,-8.810005608,3.583977455,14.92461741,25.24945878,34.52840396,42.58757546,49.13972776,53.93957645,56.92644451,58.28068757,58.30773678,57.48433508,56.33701378,55.2974208,54.53941965,54.05760492,53.86352687,53.86975154,53.80342263,53.24159291,51.72152972,48.94049074,44.87105984,39.56039109,33.12532407,25.77538514,17.80257507,9.540579971,1.314991825,-6.606025605,-14.01962143,-20.76416324,-26.72782223,-31.87715049,-36.25300848,-39.93498365,-42.96063324,-45.28469734,-46.80937158,-47.43715965,-47.09393763,-45.75932928,-43.47735644,-40.3610049,-36.56145234,-32.23243596,-27.53526485,-22.61639,-17.60997763,-12.63286387,-7.784604071,-3.146647825,1.214528347,5.242511182,8.890201663,12.11541575,14.88041731,17.15616864,18.9245551,20.18054852,20.93211825,21.1972377,21.0089195,20.41093298,19.45149468,18.1838933,16.66900497,14.96747585,13.13725346,11.23327561
0212hex_water,-13.65,-9.88,-3.77,298,0.024460811,0.098651032,0.221500754,0.391408458,0.606372345,0.864101079,1.162385249,1.499639324,1.87933361,2.305836135,2.77334651,3.276468704,3.810108213,4.367971212,4.944959384,5.538284132,6.145010004,6.761448541,7.38251595,8.000762905,8.606440986,9.18972817,9.750161796,10.28395965,10.79479177,11.28983436,11.72004093,1.149993415,-70.06774182,-106.2054921,-110.8757111,-97.23352972,-76.13543385,-55.5338942,-39.66203329,-35.80863558,-35.82198267,-35.30179546,-33.4239516,-30.64579643,-27.66389962,-25.09305432,-23.6075262,-24.14498498,-27.39338544,-33.01200015,-39.74328023,-46.31211531,-52.6636804,-57.49869336,-55.21656567,-35.64425908,12.08858939,91.02993666,190.6490552,282.9932746,338.1903436,362.7851614,364.0178356,347.8007096,318.9370292,281.2580451,237.7546964,190.7208955,141.8978732,92.72889451,44.86404973,-0.59238072,-42.3983959,-80.53095633,-115.2746348,-146.5245118,-173.2783683,-194.8368021,-210.5460552,-220.3389151,-225.1546292,-226.058817,-223.8000991,-217.9025338,-206.5003046,-189.7185006,-169.2273105,-146.8281836,-123.8637792,-101.202027,-79.42012862,-58.51939345,-38.30485358,-18.71053784,-0.139065517,17.08535619,33.00870979,47.49114402,60.34424626,71.26600935,79.75299909,85.32808087,87.86295059,87.86673851,86.18083261,83.75066538,81.41176867,79.79198373,78.71543563,77.73460972,76.73219714,75.33946596,72.92772162,68.80437174,62.51073234,54.1484404,44.35075418,33.76363493,22.87202891,11.98628962,1.356978315,-8.780619639,-18.27737851,-27.03677724,-34.98739705,-42.09110242,-48.3691961,-53.88415292,-58.69438998,-62.7603843,-65.93984342,-67.93066386,-68.33027802,-66.91855967,-63.73639821,-58.95791495,-52.8433255,-45.69520543,-37.83896995,-29.62996772,-21.44333449,-13.58322784,-6.227646381,0.545445949,6.719145457,12.2773059,17.20084267,21.47121327,25.0610361,27.93220172,30.04432902,31.36683033,31.90213019,31.70147495,30.84784395,29.42540056,27.52242894,25.22976134,22.64023848,19.84295972,16.91820732,13.9329014,10.94733617,8.010287243
0216amm_water,-8.46,-4.17,-4.29,298,0.007804063,0.032031193,0.073184579,0.130845851,0.20368742,0.289755809,0.386594988,0.491494623,0.601860058,0.715455453,0.830498255,0.946196724,1.065518627,1.198490422,1.354828263,1.53247964,1.721225716,1.911911183,2.097946767,2.27548615,2.442363593,2.597417139,2.740136926,2.871185566,2.995314005,3.129625477,3.320731243,3.670935994,4.364346563,5.673432744,7.728436143,7.512675593,-9.344861652,-58.32833022,-116.8221248,-146.3553347,-142.3010109,-118.8739178,-88.32091416,-59.6398605,-35.72651161,-17.08080425,-3.33903225,6.056856464,11.62185632,13.77040591,12.82757449,9.045898464,2.607819119,-6.361375352,-17.71821599,-30.60285139,-39.60146062,-27.76834422,27.96085123,118.5502321,176.2996864,203.9059147,210.6195515,202.7566773,185.2469998,161.7176331,134.5753605,105.645938,76.39639863,48.22458591,22.42588486,-0.44598409,-20.82499951,-39.40135871,-56.65932394,-72.85089233,-87.95088087,-101.3801254,-111.4879244,-115.6400783,-113.2004876,-106.0933687,-95.93933178,-83.97872051,-71.16620477,-58.20426185,-45.61461026,-33.82018591,-23.21175506,-14.04222277,-6.326882729,0.057813921,5.273459527,9.494599937,12.88839136,15.58706265,17.68378775,19.24755389,20.3190332,20.94403825,21.19879492,21.15488105,20.86530582,20.37473324,19.72754512,18.9748456,18.17543917,17.39543576,16.70031932,16.15097195,15.80318836,15.69444432,15.76236519,15.90534777,15.96885521,15.7911777,15.21676177,14.13610045,12.49951997,10.3368074,7.709540708,4.706228577,1.441140276,-1.958335684,-5.364752646,-8.65704457,-11.72096261,-14.45673305,-16.78081602,-18.62619795,-19.94235321,-20.6945897,-20.86543854,-20.45774554,-19.49541552,-18.02361686,-16.10485472,-13.81764102,-11.25656189,-8.520925753,-5.708606012,-2.914332443,-0.226487426,2.280653687,4.545349879,6.510673433,8.138652464,9.4115533,10.32392816,10.8815042,11.09973322,11.00302764,10.62195427,9.990469683,9.146147039,8.128852291,6.979532892,5.739317837,4.448474029,3.145183853,1.864757171,0.638975718,-0.504661108,-1.543334238
0217wat_water,-16.7,-10.4,-6.31,298,0.007139158,0.028185264,0.061927634,0.107391006,0.163156513,0.22776605,0.299700207,0.377545101,0.462519285,0.564153906,0.684190546,0.813980133,0.946031447,1.077015003,1.20644909,1.334652534,1.461079425,1.583980681,1.701959239,1.814382276,1.921024944,2.021725632,2.116412965,2.20529749,2.289507348,2.375203374,2.473601188,-0.504671212,-51.36393978,-131.8145707,-156.5865858,-148.7820423,-130.9611104,-113.7453501,-95.53554071,-79.01181526,-59.6077784,-38.73265856,-18.75092748,-1.090491699,13.66837252,25.41703043,34.26627095,40.38966164,43.91515706,44.9577177,43.64654846,40.01909252,33.5461762,22.78824728,9.621098368,1.412374219,15.05995307,68.95496875,134.7235622,170.4111513,183.5122755,180.2359713,165.8156153,145.6149535,122.7309393,98.17166599,72.77681965,47.24896533,22.17462661,-1.791325942,-23.9794105,-44.06766207,-62.01893544,-77.92075494,-91.83539273,-103.519002,-111.9954066,-115.5901009,-113.5040009,-107.0135594,-97.61206861,-86.47920086,-74.51556574,-62.36021189,-50.45862561,-39.13932539,-28.62198457,-19.0765411,-10.57187498,-3.10893382,3.418320466,9.095177577,13.98368852,18.13143684,21.56870598,24.31718914,26.4048205,27.88310727,28.82752927,29.32107431,29.41745517,29.1600454,28.59036016,27.75156195,26.69000076,25.45663991,24.10799463,22.70470269,21.30694618,19.97254869,18.71745901,17.49028536,16.22246565,14.80046238,13.10768835,11.06141634,8.653594004,5.898926181,2.854636446,-0.409638805,-3.801242547,-7.214068939,-10.53784471,-13.66435989,-16.49263439,-18.93328984,-20.91593666,-22.38765542,-23.30617161,-23.64594857,-23.39990101,-22.58097068,-21.22246763,-19.3780003,-17.11901832,-14.52627729,-11.6932189,-8.717328638,-5.693711876,-2.711865245,0.147057563,2.812323676,5.220860682,7.325026854,9.086083203,10.48699119,11.52316981,12.19934967,12.52908385,12.53362189,12.24043797,11.6816325,10.8937746,9.91718362,8.790579739,7.552747046,6.241695,4.893872877,3.543538248,2.222203168,0.958207255,-0.223926753,-1.304048824,-2.266567008
0219hyd_water,-4.30,-3.60,-0.7,298,0.007042581,0.028371288,0.063503473,0.111624492,0.17167518,0.242634814,0.323833222,0.414759076,0.514553483,0.621910187,0.735406148,0.853947073,0.977402135,1.10712551,1.244669045,1.389881092,1.540979198,1.695867019,1.852975476,2.011226988,2.1697662,2.327941148,2.485440203,2.64269998,2.801960146,2.969430221,3.158752672,3.395223077,3.719464234,4.188731941,4.833801889,4.884709029,0.989881232,-9.107320439,-21.23838443,-29.45859507,-31.94727697,-30.75462459,-28.43380975,-26.11860489,-23.8593517,-21.44001134,-18.82167545,-16.15512431,-13.66554977,-11.56485847,-10.01423846,-9.120229321,-8.945100016,-9.519062275,-10.85008128,-12.93723117,-15.81880655,-19.60246527,-24.2621331,-28.9188061,-30.25350827,-21.55397812,4.091480775,44.01672034,73.15148318,90.20980432,98.22349653,99.67802252,96.4293739,89.86825304,81.04181099,70.77466633,59.66434977,48.16576216,36.64508449,25.42291803,14.75995281,4.79195191,-4.470791565,-13.07477772,-21.02879867,-28.21198575,-34.31801852,-38.93613925,-42.01950094,-43.74709657,-44.43878315,-44.35040751,-43.57284405,-42.01792585,-39.53945996,-36.32521778,-32.67322058,-28.85619532,-25.04070176,-21.31484648,-17.7355925,-14.33363813,-11.12133271,-8.126427429,-5.366447149,-2.84185137,-0.554876772,1.491910227,3.297014544,4.863614056,6.200666669,7.32078831,8.243524353,8.998437217,9.624535504,10.16808814,10.67691225,11.19637561,11.76419476,12.40584741,13.11225938,13.79752501,14.38290925,14.78282942,14.91798927,14.72824212,14.17862631,13.26336165,12.01259078,10.46383004,8.664241158,6.671024922,4.54749629,2.359403794,0.171644142,-1.954331299,-3.962655592,-5.804233712,-7.437429999,-8.828982391,-9.953119758,-10.79334847,-11.34287204,-11.60394493,-11.58745145,-11.31150465,-10.79663235,-10.07243219,-9.173747744,-8.137442523,-7.001414289,-5.803473981,-4.580123202,-3.365435793,-2.194719382,-1.096225562,-0.089697426,0.809408476,1.590267887,2.246756388,2.776642849,3.181078967,3.464274825,3.633146687,3.696892979,3.66654183,3.554729308,3.374905419
0225pipa_water,-15.63,-10.52,-5.11,298,0.030199088,0.12195983,0.274300264,0.486082334,0.757024923,1.086632968,1.470131482,1.898288974,2.361825785,2.855601452,3.376996533,3.923902807,4.496524888,5.099193352,5.735457222,6.401241158,7.090214854,7.795312648,8.508038113,9.21878961,9.921249255,10.61321123,11.29227299,11.95720174,12.61387648,13.27781603,13.97733849,14.76991324,15.76866805,17.14064588,18.85976852,17.94015476,0.890533499,-49.71927609,-108.6424814,-128.2061544,-118.2484756,-91.70537195,-57.89346912,-26.29359902,-1.233998245,17.83189853,31.94335685,41.80653521,47.42489501,48.13462529,43.46524227,34.06197404,21.76685912,8.954541678,-2.445481369,-11.64001961,-18.14803725,-19.61775565,-11.17363165,10.57633929,42.98332951,78.05584091,105.2956178,118.1531927,119.6628781,112.6869233,99.61815144,82.38897009,63.27594918,43.66122961,24.46986548,6.409680222,-9.924619931,-24.31581673,-37.11095212,-48.59972943,-58.90228257,-67.87944635,-75.17160694,-80.33779742,-83.009088,-82.9818303,-80.34500354,-75.57125694,-69.20164299,-61.57615774,-52.87496765,-43.19573322,-32.66929368,-21.49954593,-10.11223446,0.780405244,10.35569091,18.01589213,23.51338266,26.93904707,28.57796704,28.8367757,28.15627645,26.91892856,25.41966122,23.88061805,22.44226786,21.11493112,19.80962664,18.41893594,16.89294397,15.27177001,13.64119344,12.0860973,10.67507153,9.462042574,8.493071177,7.785313064,7.290794292,6.913985588,6.506145992,5.834239951,4.644368821,2.757671771,0.133702591,-3.1359467,-6.84803066,-10.75833195,-14.65116567,-18.35493234,-21.74430403,-24.73731159,-27.2706684,-29.26110616,-30.66978591,-31.46490037,-31.60087986,-31.02700367,-29.7106363,-27.66549768,-24.95832258,-21.7024972,-18.04147658,-14.11431983,-10.05778221,-5.994509147,-2.033646963,1.727968276,5.203472934,8.326726719,11.05545201,13.37063867,15.2667955,16.74386875,17.80190588,18.43840641,18.65120105,18.45725878,17.88852845,16.98643119,15.79949915,14.38000856,12.7804104,11.05214362,9.243551594,7.39898097,5.558089972,3.755941903
0227Nme_water,-16.42,-10.08,-6.34,298,0.033094726,0.134446473,0.304559724,0.544076251,0.855292038,1.240060356,1.691502663,2.19508208,2.73626455,3.311984016,3.924000979,4.571102578,5.250401885,5.959810991,6.695286651,7.448521671,8.215719994,8.991917328,9.767958591,10.53175168,11.27052195,11.97842956,12.65575685,13.30783595,13.94876121,14.59759637,15.2792568,16.03260481,16.90356931,17.91969353,18.69975635,15.16617855,-8.465854321,-72.8463731,-134.5318247,-152.7036077,-141.9581697,-113.6193761,-76.49311639,-42.57262414,-16.49700058,3.358107361,18.35811858,28.53676042,32.82860384,30.69520949,23.47594253,14.11119073,5.778203074,0.66481716,-0.901254209,1.120807289,7.727497026,20.63519368,40.68250412,66.42072726,93.95597987,118.1941308,133.9719615,139.9941298,136.6233523,125.1633486,108.2774196,88.20541413,66.6890544,44.90548638,24.11082943,5.101852858,-11.74259537,-26.52928306,-39.55543546,-51.18155769,-61.65282807,-71.00274577,-79.07528475,-85.64208408,-90.45417199,-93.25301516,-93.86587636,-92.07083462,-87.82190497,-81.22764147,-72.3839446,-61.30050043,-48.00123418,-33.08551418,-18.15490206,-4.585134674,6.635533463,15.27136495,21.69676653,26.33704416,29.49602587,31.48425306,32.60171324,33.14454997,33.3831024,33.51169883,33.56932111,33.45206207,33.00843832,32.1312555,30.85282827,29.3322505,27.75043628,26.2543727,24.90204421,23.65223186,22.41531403,21.08115659,19.49693622,17.43805657,14.64974502,10.92676614,6.183914071,0.523941471,-5.830529511,-12.57020931,-19.33160608,-25.81437507,-31.7923821,-37.10006484,-41.62366261,-45.28554009,-48.02693034,-49.79277946,-50.53907436,-50.25393021,-48.98012195,-46.80621819,-43.83686087,-40.17891259,-35.93859832,-31.22232214,-26.125363,-20.72289104,-15.0725783,-9.234946573,-3.287121017,2.658595381,8.45056365,13.92299215,18.89798236,23.21644109,26.77429305,29.51477659,31.4396368,32.58477334,33.00320115,32.76038113,31.93145779,30.59361964,28.82350478,26.69534623,24.27719876,21.63338135,18.82362705,15.90185208,12.91895362,9.923759682
0228met_water,-10.82,-6.26,-4.56,298,0.01242585,0.050609548,0.114940243,0.205267593,0.321061922,0.461075906,0.621788012,0.797428803,0.982857414,1.175285991,1.373723517,1.578309742,1.792249456,2.024382916,2.282768233,2.564434489,2.859233242,3.159177166,3.458560594,3.753777433,4.042504954,4.322580585,4.592552313,4.853009587,5.108912254,5.374835461,5.686312737,6.118462809,6.805094808,7.947625506,9.580971111,8.587335068,-8.638690629,-57.14914302,-115.5696441,-141.8303795,-135.3442581,-110.9425542,-79.22159295,-49.82488117,-25.63562208,-6.836428993,7.152132879,16.91747401,22.83211571,25.18167157,24.39754235,21.1311475,16.09080157,9.858285779,2.73818186,-4.95497668,-11.21189652,-8.889379208,13.34114548,60.38677293,119.6513054,156.8148978,172.4946593,172.1347073,159.9496704,140.0306138,116.5027111,90.96658725,64.61722029,38.68696894,14.68453411,-6.624771461,-25.37524078,-42.01903854,-56.8977437,-70.22411715,-82.02479027,-91.97792405,-99.12303805,-102.4697024,-101.211304,-95.64836781,-87.0052526,-76.303554,-64.32949368,-51.71992806,-38.8568073,-25.98708018,-13.31660233,-1.087488036,10.28390112,20.21362219,28.14571625,33.6510582,36.6085664,37.29526007,36.20320228,33.83671126,30.64520829,26.98938344,23.13904938,19.27419626,15.51523723,11.94594283,8.639195223,5.674016476,3.128317518,1.025786347,-0.612206147,-1.746256396,-2.350576258,-2.433155006,-2.046443443,-1.300024118,-0.361273649,0.56751981,1.281166862,1.628752591,1.519844186,0.925698791,-0.120220766,-1.558704367,-3.303366408,-5.242596514,-7.262116025,-9.249030733,-11.09617156,-12.7085852,-14.00743238,-14.92929643,-15.42685262,-15.47206658,-15.05313248,-14.17424909,-12.85656171,-11.13831121,-9.07424031,-6.73305266,-4.19348269,-1.540661621,1.138047928,3.7566873,6.232118877,8.487074323,10.45524391,12.08097774,13.31939103,14.13984439,14.52995049,14.4937105,14.0512833,13.23614729,12.09264991,10.67336009,9.03680833,7.244934742,5.358930334,3.437046572,1.534013361,-0.30011758,-2.021020319,-3.590465796,-4.978419151,-6.163199336
