Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0245thi,-1.42,298,0.019968304,0.080698474,0.181617484,0.321627872,0.498795204,0.710037881,0.951259559,1.218076904,1.506580408,1.813535657,2.136110733,2.471774715,2.81812555,3.173342673,3.536301937,3.906604428,4.283584066,4.665229351,5.048032653,5.427774577,5.800544029,6.163449795,6.515321038,6.857902994,7.196735952,7.540454273,7.898180217,8.278772459,8.696491221,9.180772525,9.782941051,10.57485151,11.63349807,12.88250187,13.61998091,12.77315983,10.33292103,7.631823852,6.132338641,6.544144176,8.832282492,12.53626544,16.72761678,19.35694369,17.30494614,8.390186971,-6.640750685,-24.49674838,-41.32564601,-54.03089164,-61.80292831,-65.80310617,-67.18962507,-66.48347864,-63.26250235,-56.24288893,-44.15185884,-26.88048563,-5.964539619,15.98122714,36.3200424,53.03464445,64.31457634,70.87525405,73.89170064,74.11599049,71.98475738,67.78499169,61.81000965,54.42818333,46.05333378,37.08094827,27.84098801,18.59059642,9.551826008,0.971219875,-6.897714527,-13.74499052,-19.27585091,-23.2849905,-25.69919554,-26.54584872,-25.96324647,-24.20018633,-21.57969681,-18.43590556,-15.06579461,-11.72109788,-8.619714621,-5.940483546,-3.794789554,-2.234554836,-1.278632077,-0.916148062,-1.125318965,-1.879053787,-3.115189076,-4.68475645,-6.401563332,-8.066665985,-9.490931968,-10.524962,-11.08769754,-11.16453791,-10.77673392,-9.988628022,-8.876770396,-7.491828882,-5.848134125,-3.944884848,-1.82355976,0.396087563,2.546623575,4.479320438,6.089783755,7.292504662,8.030631179,8.285366237,8.064009111,7.394947959,6.321434991,4.896073835,3.185385318,1.272532736,-0.74863634,-2.783411101,-4.74588553,-6.565108476,-8.185413566,-9.565945383,-10.66568876,-11.42760835,-11.79361097,-11.72971659,-11.24437473,-10.38366292,-9.20596584,-7.780479537,-6.182050423,-4.487776979,-2.777385474,-1.115819896,0.445348302,1.864714259,3.110348074,4.159280064,4.997337906,5.619164339,6.026511179,6.227589459,6.236179138,6.071156703,5.756281835,5.318488123,4.786215184,4.187507014,3.548641814,2.893146766,2.241286986,1.609700608
0048pro,-4.76,298,0.022881725,0.09275879,0.209472719,0.372218334,0.579755544,0.830740076,1.123386681,1.4550423,1.823680161,2.230810674,2.671423653,3.138464015,3.626265401,4.13120781,4.651234217,5.184801877,5.729337302,6.27900827,6.825843392,7.360438807,7.873445271,8.355862207,8.804846316,9.218255382,9.600786395,9.965338683,10.32878635,8.065912377,-30.53683839,-69.33787456,-79.1043335,-71.87637018,-60.29954462,-52.4441884,-45.18446784,-38.4896636,-28.6165595,-16.08826787,-3.000813642,9.091906338,19.43400873,27.78886716,34.13004168,38.31858824,39.86720058,38.00382728,32.17738411,22.60977738,10.01082492,-4.720170214,-19.25627331,-30.47773235,-33.12591303,-20.16943075,11.29565303,52.02034359,80.23230267,97.19211754,106.1103572,108.8982144,106.6724659,100.265757,90.17549608,76.75934654,61.26507851,44.7519123,28.06140337,11.78414862,-3.580542012,-17.45250808,-29.99505571,-41.41834227,-51.60953383,-60.10041322,-66.17164802,-69.42422445,-70.20756324,-69.12953537,-66.68796194,-63.26160772,-59.20957009,-54.91441902,-50.26326429,-45.13246096,-39.53604888,-33.61526903,-27.62486147,-21.78521134,-16.28016008,-11.20524388,-6.534633414,-2.210044112,1.810695128,5.536028972,8.980342799,12.17604593,15.17602351,18.04512779,20.73129315,23.17733523,25.25134337,26.76869764,27.50451279,27.33961611,26.30893906,24.63700749,22.58652799,20.37980147,18.1803614,16.07193614,14.06896191,12.14827077,10.28474097,8.409730272,6.421106597,4.205157389,1.69238776,-1.107433731,-4.101862219,-7.139359988,-10.06009487,-12.72199249,-15.01504403,-16.8782197,-18.2677842,-19.18938546,-19.6706444,-19.74263493,-19.43591225,-18.78324476,-17.82499407,-16.59431073,-15.12648464,-13.45864084,-11.63780393,-9.710968079,-7.722056968,-5.715838889,-3.736236412,-1.823515855,-0.011890502,1.671026372,3.20223832,4.564049803,5.745112741,6.739119378,7.543032437,8.157371463,8.585042798,8.830450222,8.898736195,8.792676585,8.520500854,8.094612048,7.528793949,6.839749494,6.047582505,5.170401651,4.227681249,3.240308281
0061tet,-3.47,298,0.020981921,0.085287923,0.193523943,0.34638252,0.544595588,0.787738459,1.0721184,1.390596651,1.735893925,2.103302337,2.489925262,2.893748142,3.314530096,3.752815563,4.208372607,4.680251158,5.16657174,5.663638247,6.166923577,6.671619865,7.172475872,7.66413904,8.142518571,8.606470467,9.059798888,9.514223836,9.990223999,10.51983544,11.15133903,11.93054878,12.41801883,8.571842416,-5.374667457,-23.8105703,-34.15337829,-34.9852601,-30.02522084,-21.79041192,-12.9452612,-4.785090168,2.434202774,8.724291446,14.05080711,17.98105009,19.50763562,17.47015849,11.43208104,2.233807436,-8.303929261,-18.088762,-25.51370368,-29.10398599,-27.35611172,-18.72891889,-3.541347866,15.40958375,34.20843927,48.93056289,57.48000967,60.96490533,60.35785996,56.57197506,50.4892214,43.19589752,35.66921019,28.00516083,20.3995941,13.01012362,6.022952599,-0.614543745,-6.978250042,-13.08790308,-18.88641709,-24.23455769,-28.92742541,-32.71353359,-35.43474633,-37.05774064,-37.65536951,-37.26581419,-35.87396743,-33.46984636,-30.05671767,-25.66008528,-20.40643652,-14.60065699,-8.719104053,-3.271044359,1.351919266,4.918008047,7.378375912,8.831636565,9.469788362,9.523461245,9.208744257,8.70796221,8.145735614,7.582390605,7.035455204,6.510016395,6.014354376,5.565977894,5.184878167,4.868785997,4.582322504,4.28344031,3.940194068,3.545315927,3.118203956,2.696051129,2.276273094,1.795767604,1.163445364,0.305803997,-0.812313887,-2.178555929,-3.734396728,-5.406552055,-7.118876028,-8.795253024,-10.36651239,-11.75904722,-12.90827138,-13.77516252,-14.32661649,-14.54559567,-14.4367883,-14.02604599,-13.34476428,-12.42430444,-11.29224325,-9.975759953,-8.507437897,-6.925016231,-5.266248552,-3.569607068,-1.870108867,-0.200239566,1.409028973,2.927734768,4.326178886,5.577568871,6.659504911,7.55414828,8.249142586,8.737130743,9.015287282,9.090163075,8.973378293,8.680592196,8.230626493,7.644382714,6.943709367,6.150847427,5.288487077,4.377470063,3.437578704,2.488452344,1.548074564,0.631850515
0098met,-2.57,298,0.036730853,0.148310247,0.333405238,0.590505775,0.918319198,1.315235944,1.778349948,2.303290227,2.885442385,3.520588312,4.203609927,4.92885187,5.692359057,6.491315586,7.320153423,8.171257734,9.037018048,9.909014729,10.77664023,11.6285343,12.45669393,13.25525772,14.01767391,14.74199263,15.43526416,16.11307072,16.79875128,17.53340567,18.39503103,19.45302433,19.41397644,9.030233116,-20.63869635,-53.51341723,-69.34049155,-70.50125477,-62.19628337,-48.87454008,-34.98503544,-22.48528221,-11.41769875,-1.440988389,7.678216159,15.56964534,20.84260555,21.45072278,16.12592203,5.626064526,-7.428851742,-19.87235031,-28.97562131,-31.03356148,-21.05979643,5.288380947,46.49044751,93.86682102,131.563783,155.2482675,165.8308899,164.7259073,154.6657782,138.7345982,119.2769585,97.22114561,73.81054971,50.15640229,26.97996373,4.591660881,-16.23785215,-35.44893095,-53.20469903,-69.50226906,-84.14785788,-96.75330698,-106.8110424,-113.9865719,-118.1422032,-119.2171743,-117.2070621,-112.322732,-104.8648806,-95.16835852,-83.52743285,-70.32643556,-56.09937258,-41.53050927,-27.3079916,-13.99948716,-1.887716553,8.939525685,18.42364634,26.52685405,33.2219037,38.5182529,42.46041149,45.1740346,46.81130282,47.45902811,47.12498132,45.73274307,43.24860267,39.79743354,35.56788924,30.79645002,25.75478593,20.73865088,16.0261886,11.83494056,8.258919008,5.230287134,2.614171348,0.241144801,-2.067120984,-4.446371969,-6.94792291,-9.545761402,-12.19416253,-14.85115296,-17.49679105,-20.1083253,-22.61412006,-24.9387354,-26.98552257,-28.65137616,-29.85716435,-30.58206078,-30.84624576,-30.68501952,-30.10202135,-29.04634414,-27.45549671,-25.30877597,-22.6470578,-19.55081267,-16.10460281,-12.36397154,-8.369723711,-4.178275739,0.120533233,4.405939969,8.529613619,12.33438423,15.683769,18.48546588,20.69086618,22.27525223,23.22936611,23.54657605,23.23743198,22.35115427,20.97387959,19.20157244,17.11166897,14.76090748,12.19649992,9.466648767,6.631491917,3.769111987,0.955954923,-1.729009005
0073pen,-3.03,298,0.034070793,0.137158609,0.307025124,0.541029272,0.836802805,1.191849488,1.602498853,2.063915687,2.571551753,3.120866886,3.705855785,4.320611912,4.9611503,5.623955265,6.303444323,6.994420225,7.693269321,8.396088943,9.097437833,9.790843461,10.46892352,11.12305791,11.74426719,12.3284496,12.87946762,13.40884323,13.93434223,14.48906715,15.14343415,15.96240597,15.78793511,6.665746011,-18.04607105,-42.69063802,-51.70647783,-50.44191119,-43.47570901,-33.65157972,-23.46910751,-15.00373854,-8.109291128,-2.364624711,2.647033536,7.137519321,10.64744969,11.77871888,9.045395632,2.242775913,-7.124059577,-16.62935375,-23.67981673,-25.01121135,-16.6076031,4.5656557,36.30987905,68.82010071,87.85457307,95.72732457,96.28546978,92.46836589,86.06495348,78.00091215,69.08212065,59.47040102,49.19561993,38.57230574,27.7373405,16.64685155,5.303120968,-6.265400717,-17.77977576,-28.68701939,-38.75058559,-47.58835785,-54.79147828,-60.11332475,-63.61408139,-65.39504746,-65.42487484,-63.68204614,-60.3522264,-55.73860819,-50.18366659,-43.94958615,-37.29440758,-30.49599082,-23.80870014,-17.41486119,-11.42543668,-5.870436981,-0.829613805,3.550532741,7.156564423,9.920149428,11.84285862,13.02681864,13.67843419,14.04150971,14.30837496,14.60972003,14.98051884,15.35070739,15.59374205,15.60909615,15.37317187,14.93212365,14.33615236,13.61199126,12.75295355,11.73093123,10.51198582,9.060107908,7.355863528,5.419698389,3.28588936,1.00050374,-1.386560882,-3.833331194,-6.311678099,-8.772685225,-11.13464099,-13.3288183,-15.27823582,-16.9281166,-18.24814009,-19.21905696,-19.83081529,-20.0862787,-19.98694758,-19.50772329,-18.62648462,-17.34474903,-15.6938713,-13.72663082,-11.50586089,-9.093664644,-6.539418077,-3.891875965,-1.21070463,1.426663132,3.92638651,6.19192397,8.140313879,9.718399843,10.90359058,11.70870703,12.16209478,12.29697291,12.14564394,11.74748498,11.14752553,10.38230619,9.47585455,8.443811954,7.299582874,6.059960618,4.747052315,3.392336847,2.030195379,0.701457661
0223die,-1.63,298,0.03261768,0.132063236,0.298180619,0.530661491,0.828637054,1.190173778,1.611799101,2.088294663,2.613016386,3.179016197,3.780262132,4.412091203,5.070739266,5.752566619,6.453461065,7.168498858,7.891952853,8.618064507,9.34140276,10.05673126,10.75884174,11.44353214,12.1088948,12.75642456,13.39263541,14.02961106,14.68721692,15.4062425,16.26269254,17.34486073,18.71012411,20.37058411,22.30809767,24.49116167,26.87062093,29.33377353,31.56444059,32.883645,32.67320787,31.1100531,29.06225626,27.34384738,26.05169099,24.13472076,19.6492363,10.92123966,-2.238951915,-18.29663115,-34.70205094,-49.00707998,-59.95416032,-67.18010158,-71.26410425,-72.96648894,-72.78921483,-70.79263236,-66.47254035,-58.77466005,-46.39598528,-28.80993478,-7.120994419,16.1400636,37.9678209,55.10044906,66.33711648,72.94858803,75.89078982,75.846193,73.31617485,68.71737217,62.44477523,54.90033372,46.47351912,37.48882062,28.20106461,18.83632195,9.698009095,0.946736124,-7.242236333,-14.63671174,-20.97044703,-25.99858695,-29.54813112,-31.60814503,-32.33626281,-31.97468242,-30.79169117,-29.05397199,-27.01075371,-24.87615658,-22.82824995,-21.00075465,-19.49113931,-18.36081749,-17.61810926,-17.20719363,-17.0150918,-16.91306311,-16.79266923,-16.58203356,-16.27168797,-15.86941225,-15.36601986,-14.71829527,-13.8625942,-12.73458111,-11.31330854,-9.628371868,-7.694623431,-5.509378487,-3.074506643,-0.414614412,2.418836042,5.34347607,8.245317657,10.99115458,13.4526988,15.51170163,17.0830729,18.14192677,18.70987635,18.81640429,18.48475169,17.72745708,16.54938496,14.97331634,13.05697562,10.88163402,8.530685509,6.074027611,3.563983525,1.043980008,-1.438274434,-3.826743568,-6.070476675,-8.128694307,-9.961428518,-11.53253943,-12.80357026,-13.73992392,-14.32278807,-14.55170528,-14.44282479,-14.02652273,-13.33982999,-12.429699,-11.34384952,-10.12924966,-8.832440964,-7.499136522,-6.171990103,-4.888842324,-3.682354579,-2.574468344,-1.577838564,-0.699444132,0.055668005,0.680818766,1.170731158,1.525611212
test1002,-5,298,0.029463402,0.11915343,0.268450754,0.476479726,0.742407197,1.065133477,1.442152753,1.868826111,2.339666718,2.850635516,3.400340003,3.98931121,4.618574006,5.287564228,5.993256765,6.730403789,7.49161142,8.268299495,9.051611386,9.833294067,10.60632943,11.3652194,12.10623392,12.82858947,13.53568188,14.23442911,14.93258041,15.64079073,16.38272114,17.1957986,18.00276897,17.36505298,11.33030307,-1.184362783,-15.27676881,-25.8878529,-31.56514617,-33.21326396,-32.19178639,-29.5251404,-25.84284503,-21.57368379,-17.37623532,-14.65352603,-15.21704993,-20.00924611,-28.24160031,-37.804567,-46.33300351,-52.21488056,-53.99055832,-48.31348555,-28.71360435,10.50819241,67.4754416,130.8822172,181.2124796,211.0493743,221.6117492,215.6720117,197.3229783,170.49263,138.2308436,103.8998221,70.86618779,39.89886055,11.33532306,-14.72614409,-38.34426154,-59.65453247,-78.77742761,-95.76947747,-110.5758627,-122.9246825,-132.4563105,-138.8689677,-141.9486517,-141.5877155,-137.6820798,-130.3033313,-119.9658893,-107.4634931,-93.36369901,-78.11080906,-62.15551836,-46.03804473,-30.55989387,-16.50511918,-3.998836965,7.072347142,16.94856134,25.86468821,33.98481799,41.36146877,48.0195097,53.88039178,58.68605333,62.01925883,63.4481362,62.84542091,60.46311164,56.74274818,52.18081551,47.24930549,42.36846521,37.86049063,33.9091539,30.52121924,27.56291308,24.81893677,22.02267432,18.86636258,15.07574049,10.48539453,5.060833985,-1.121152128,-7.903512882,-15.0854047,-22.44841155,-29.73628014,-36.75068136,-43.24054897,-48.94314218,-53.6318154,-57.14120616,-59.40793243,-60.4319842,-60.23451756,-58.8254284,-56.21777746,-52.44307498,-47.5854152,-41.79652466,-35.25746804,-28.1605819,-20.70209089,-13.06231369,-5.410688537,2.072579617,9.19507623,15.77930446,21.68012659,26.77178512,30.9680765,34.22635016,36.53169466,37.91042904,38.39697903,38.01401262,36.78097333,34.75264947,32.02919028,28.74213695,25.03900231,21.0474852,16.88892924,12.68761731,8.576149308,4.655727627,0.976521361
0089pen,-6.16,298,0.034983382,0.14082645,0.315353676,0.556283199,0.861657215,1.229233882,1.655926535,2.13762628,2.673730829,3.265573951,3.905547441,4.581886728,5.284318828,6.005364912,6.737688866,7.474941941,8.21250469,8.945150747,9.669636613,10.38083017,11.07234888,11.73672821,12.36584598,12.95502084,13.50633975,14.03030628,14.50911586,6.90171264,-58.46932789,-96.109196,-102.9437345,-99.85717997,-102.5108857,-102.4224216,-88.59077449,-74.05091479,-57.72370598,-39.31003205,-21.198409,-5.078529459,8.921236343,20.98733552,31.36790328,40.05267627,46.24466897,48.22626271,44.50971691,35.11027566,20.91608957,4.085602884,-11.13631684,-17.93640011,-4.691384738,39.76318157,113.9374985,187.1896687,230.0318283,247.9708559,247.2442295,232.7624908,208.3224901,176.9046921,140.8872325,102.1162588,62.72184316,25.30474017,-8.29907053,-38.45749611,-65.90733611,-90.73016559,-112.6942967,-131.6999494,-147.5314343,-159.4018145,-166.7810774,-169.0883373,-166.7204255,-160.3112538,-150.4847254,-137.9551429,-123.4552809,-107.5530519,-90.56114141,-73.0347859,-55.52168993,-38.49833052,-22.27539297,-7.063815944,7.001016702,19.82315207,31.19561025,40.92717004,48.84016548,54.91493413,59.2927466,62.15829966,63.7412706,64.24726908,63.73750781,61.95868649,58.96110645,55.01997359,50.31628568,45.04602651,39.49655674,33.96408132,28.6880633,23.80549736,19.30785101,15.08185333,10.96391395,6.812299515,2.512215044,-2.002135087,-6.744577052,-11.62137068,-16.51544689,-21.28907606,-25.80677052,-29.88309096,-33.38412874,-36.28508646,-38.54376333,-40.10099813,-40.93900196,-41.07265699,-40.54839354,-39.43191584,-37.7673139,-35.56237584,-32.78531383,-29.43957735,-25.58255365,-21.30667896,-16.71901506,-11.91761754,-6.98797,-2.000711665,2.972926885,7.835474427,12.4557874,16.68152351,20.33279459,23.30866028,25.57432845,27.14111689,28.02825809,28.20079862,27.65389028,26.43491576,24.63923796,22.37268883,19.73326062,16.80443264,13.66640367,10.39320321,7.050087114,3.708751389,0.443213967,-2.670114033
test0011,-6,298,0.033308385,0.135185522,0.305794886,0.544722762,0.851368807,1.22504864,1.664522031,2.167853632,2.733147217,3.358885453,4.042006959,4.778104002,5.565563007,6.404292321,7.288801694,8.208105968,9.151110358,10.10620121,11.05978433,11.99903602,12.91469199,13.80214881,14.66042752,15.49193618,16.30532772,17.11753424,17.9533414,18.854473,19.89591733,21.13368841,20.75089055,5.143764627,-40.8669801,-97.07575714,-129.588721,-135.9829763,-125.2449543,-105.3247236,-83.92140769,-63.95374518,-45.97529439,-29.70133423,-14.8629411,-1.999675232,7.038202746,9.763351583,4.970146071,-5.912828779,-19.38713875,-31.55501707,-38.24080648,-33.4864726,-6.724654012,51.2758629,136.7538281,229.3822082,297.2436804,336.9116937,350.6345259,342.0617688,315.7306808,276.3828838,228.2600326,175.3749579,121.7452391,70.02879281,21.5766521,-23.1828818,-63.80750132,-100.1787122,-132.3842491,-160.6230987,-184.8107995,-204.43721,-218.9029714,-227.8213084,-231.2397159,-229.2548985,-221.8877907,-209.4828241,-192.8493595,-172.8804086,-150.3880846,-126.2185843,-101.3290493,-76.6584516,-53.05700144,-31.03903796,-10.70950149,8.115048446,25.66809061,42.04596932,57.17794407,70.91147844,83.15240537,93.84848753,102.9124293,110.1095747,115.0176832,117.1587886,116.2394937,112.2844814,105.4806033,96.16272016,84.92134014,72.53494225,59.86512137,47.63265759,36.27389536,25.94654177,16.61438573,8.088102851,0.089247045,-7.676003866,-15.43410209,-23.29262531,-31.24487593,-39.19602479,-46.95998868,-54.34618203,-61.16562987,-67.24518618,-72.41970806,-76.44018603,-78.94290947,-79.65164274,-78.60287844,-76.05571777,-72.33480751,-67.68918477,-62.20153147,-55.86591087,-48.70771632,-40.80614093,-32.29317914,-23.32930885,-14.10436483,-4.859693288,4.189225848,12.88194954,21.08159005,28.66314757,35.50312943,41.46750832,46.39143157,50.0883934,52.39390804,53.21479064,52.63233448,50.85842753,48.1194221,44.61593321,40.49073189,35.82686802,30.68827421,25.16485334,19.39461646,13.52811439,7.722672898,2.128957875
0119met,-4.63,298,0.021152542,0.085841196,0.194562344,0.34772849,0.545164606,0.785625633,1.066887663,1.387865551,1.748578185,2.147100414,2.579726062,3.042462403,3.530382084,4.039167064,4.568593447,5.118767942,5.684690137,6.257985014,6.828517852,7.38543487,7.921126615,8.432185698,8.917722848,9.378808557,9.819797012,10.24960329,10.68139383,11.1379416,11.66612027,12.33243723,13.1978974,14.18178066,12.37539247,-3.88985164,-37.58366443,-65.91678178,-74.83323943,-70.6936853,-58.14833937,-41.21546875,-24.36117766,-8.585070521,5.821151821,18.23920551,26.92682446,29.47518698,24.72852821,14.03035385,0.504857528,-12.56582086,-22.61569616,-29.10296623,-32.55822669,-32.35409441,-25.49423811,-8.199222528,20.35324563,56.15988226,92.21702862,119.1851706,133.752786,137.5272649,132.4066945,121.126127,105.9115572,88.38686682,69.77361826,50.93658554,32.28555979,13.89786219,-3.768857255,-20.34313565,-35.70316338,-49.61979765,-61.89184327,-72.26492621,-80.41883393,-86.0728484,-89.10453784,-89.62711547,-87.93087227,-84.19958267,-78.45711323,-70.86605562,-61.92800509,-52.23183182,-42.43014735,-33.12288682,-24.64589728,-17.05264703,-10.18676713,-3.872125043,1.977052308,7.378306973,12.32765899,16.84174457,20.93931711,24.68472813,28.14183739,31.3064167,34.01369352,36.11629127,37.53811505,38.28233212,38.36064276,37.77529696,36.54943298,34.75132721,32.5088196,29.95985751,27.22831764,24.37909787,21.35301447,18.05737569,14.37282401,10.21083312,5.597622567,0.646989459,-4.478093793,-9.627727279,-14.6801875,-19.516756,-24.01027851,-28.03197498,-31.45940552,-34.16899092,-36.04391642,-37.06949753,-37.26650498,-36.68025078,-35.37387351,-33.40795008,-30.83315612,-27.70989438,-24.1190904,-20.16208624,-15.95246791,-11.60559627,-7.217930004,-2.88796082,1.271928825,5.133090441,8.579822845,11.53279399,13.95020683,15.82316459,17.16758876,18.01458717,18.4038069,18.37900614,17.98436378,17.26530541,16.27456717,15.07031007,13.70557611,12.21951604,10.63813872,8.976913258,7.249046966,5.472586882
0003pro,1.96,298,0.021767405,0.087643559,0.19632463,0.346450804,0.536978488,0.766814054,1.034115739,1.335875636,1.667985357,2.025974634,2.406046494,2.805654955,3.223303803,3.657833898,4.108046298,4.572399231,5.048440034,5.532486328,6.019988909,6.505745822,6.984029631,7.448830181,7.894530622,8.316943961,8.715352192,9.094763956,9.467845008,9.864760094,10.34768925,10.98562816,11.808078,12.79723854,13.91037828,15.09926098,16.28703642,17.31676726,18.01579714,18.34955446,18.44192394,18.4631534,18.53442708,18.70341222,18.95602451,19.1780789,18.95520945,17.41833385,13.58819025,7.062443899,-1.589238865,-11.05352888,-19.90274634,-26.92970775,-31.87475346,-35.08949351,-36.78670071,-36.89706918,-35.11652698,-31.16552966,-25.09562024,-17.43222775,-8.949767629,-0.432970132,7.442523509,13.80506148,18.73377034,22.48030667,25.16849643,26.83932137,27.48946196,27.09789951,25.69783697,23.41011435,20.43290857,16.97169196,13.2390625,9.401876785,5.588696401,1.917954788,-1.496328585,-4.546642621,-7.131658948,-9.154899793,-10.53224775,-11.21627225,-11.23910612,-10.68819132,-9.686394872,-8.376105283,-6.918141421,-5.498070278,-4.308789193,-3.508329427,-3.18173388,-3.328433014,-3.888274827,-4.75067445,-5.788844342,-6.875771639,-7.901234105,-8.782155735,-9.471667234,-9.953583182,-10.24897631,-10.3812329,-10.36231313,-10.19272675,-9.863234863,-9.359600097,-8.663503162,-7.766012555,-6.676276545,-5.422519636,-4.046604969,-2.597954421,-1.126305204,0.316680323,1.675986678,2.89861316,3.937558759,4.757361706,5.34545473,5.709681334,5.872157717,5.861060153,5.699677616,5.404916964,4.992096148,4.476320051,3.875064442,3.210388398,2.507169901,1.790777782,1.085825548,0.415746273,-0.199320093,-0.743423729,-1.205574178,-1.580166174,-1.866652165,-2.068464909,-2.192513086,-2.248457936,-2.247696235,-2.202659445,-2.126043031,-2.029305911,-1.922753363,-1.814290833,-1.710729227,-1.617637282,-1.537752015,-1.471687106,-1.418470643,-1.375689446,-1.340038733,-1.308148623,-1.276652346,-1.242398725,-1.202481651,-1.15426596
0172Edi,-0.76,298,0.01483241,0.060105088,0.135890774,0.242212221,0.378829528,0.54515382,0.74008525,0.961797566,1.207521469,1.474096813,1.758391544,2.057484971,2.368638149,2.688801622,3.01479096,3.343820134,3.673616429,4.002425684,4.328882531,4.651825853,4.970238014,5.283507077,5.59212382,5.898426182,6.206596994,6.521300123,6.845505521,7.180452501,7.52951954,7.901674806,8.313600737,8.790143656,9.363239237,10.0673009,10.92301225,11.91242521,12.96393788,13.95766013,14.79391608,15.47116615,16.06672051,16.63621623,16.94300943,16.01552488,12.41913606,5.543670729,-3.642041734,-13.24077092,-21.56425134,-27.73273339,-31.55992827,-33.65035001,-34.57844813,-34.68959374,-33.99826013,-31.97222224,-27.37761611,-18.59790691,-4.997322472,12.01167697,27.91940314,38.70744855,45.4660754,49.02211547,50.10417029,49.29604464,47.00212575,43.53701308,39.18705214,34.21421639,28.85263197,23.29984724,17.70935667,12.19689046,6.865291444,1.789551932,-2.944132894,-7.211218471,-10.84939751,-13.65428303,-15.50445682,-16.48614502,-16.74449215,-16.42813503,-15.68182839,-14.64015724,-13.43662925,-12.18077377,-10.94557635,-9.782383154,-8.727020747,-7.818360941,-7.110903314,-6.668114553,-6.540855879,-6.728668995,-7.181647224,-7.84376703,-8.651866293,-9.525906676,-10.37993575,-11.15806527,-11.8214393,-12.34156078,-12.68247963,-12.77976062,-12.54014058,-11.86684821,-10.72184205,-9.180431671,-7.352660926,-5.362731711,-3.339284594,-1.396825378,0.392054564,2.011575792,3.473029199,4.794994909,5.952918452,6.883425991,7.545370172,7.922777715,8.02059008,7.853413203,7.447162422,6.832638048,6.04770232,5.141079757,4.163031219,3.161139914,2.177504485,1.248663689,0.403321921,-0.338357329,-0.963323025,-1.464269994,-1.838269997,-2.085344079,-2.208781429,-2.216633118,-2.121143998,-1.939238414,-1.69456639,-1.420138174,-1.156537828,-0.943563861,-0.803436702,-0.730234549,-0.717295595,-0.758025153,-0.845260758,-0.971501837,-1.128520279,-1.307363698,-1.49861868,-1.691611857,-1.87591009,-2.042589551,-2.183269554,-2.290463172
